date,event_time,security,previous_close,open,high,low,close,high_limit,low_limit,engine_rejection_reason,jq_trade_quantity,jq_trade_price,jq_trade_time
2026-06-17,14:00,300417.XSHE,11.479999542236328,11.4399995803833,11.4399995803833,10.880000114440918,10.979999542236328,13.780000000000001,9.18,limit down,1400,11.44,09:30:00
2026-06-17,14:00,300405.XSHE,5.960000038146973,6.0,6.019999980926514,5.699999809265137,5.760000228881836,7.15,4.7700000000000005,limit down,2700,6.0,09:30:00
2026-06-17,14:00,600561.XSHG,5.519999980926514,5.539999961853027,5.539999961853027,5.329999923706055,5.429999828338623,6.07,4.97,limit down,0,,
2026-06-17,14:00,301167.XSHE,13.9399995803833,13.890000343322754,13.989999771118164,13.510000228881836,13.630000114440918,16.73,11.15,limit down,0,,
2026-06-17,14:00,600697.XSHG,10.670000076293945,10.6899995803833,10.6899995803833,10.359999656677246,10.399999618530273,11.74,9.6,limit down,0,,
2026-06-17,14:00,300500.XSHE,10.130000114440918,10.010000228881836,10.140000343322754,9.640000343322754,9.6899995803833,12.16,8.1,limit down,0,,
2026-06-17,14:00,600493.XSHG,5.949999809265137,5.960000038146973,5.960000038146973,5.699999809265137,5.730000019073486,6.54,5.3500000000000005,limit down,0,,
2026-06-17,14:00,300535.XSHE,15.0600004196167,15.050000190734863,15.09000015258789,14.5,14.640000343322754,18.07,12.05,limit down,0,,
2026-06-17,14:00,603879.XSHG,4.75,4.789999961853027,4.789999961853027,4.539999961853027,4.590000152587891,5.22,4.28,limit down,3700,4.79,09:30:00
2026-06-18,14:00,301098.XSHE,8.600000381469727,8.460000038146973,9.220000267028809,8.460000038146973,8.930000305175781,10.32,6.88,limit down,0,,
2026-06-18,14:00,600455.XSHG,23.389999389648438,23.389999389648438,23.540000915527344,22.68000030517578,23.389999389648438,25.73,21.05,limit down,0,,
2026-06-18,14:00,300929.XSHE,10.600000381469727,10.600000381469727,10.75,10.260000228881836,10.619999885559082,12.72,8.48,limit down,0,,
2026-06-18,14:00,300417.XSHE,10.979999542236328,10.850000381469727,11.149999618530273,10.680000305175781,11.029999732971191,13.18,8.78,limit down,0,,
