date,jq_total_asset,local_total_asset,asset_diff,asset_diff_pct,jq_cash,local_cash,cash_diff,jq_position_value,local_position_value,position_value_diff,jq_position_count,local_position_count,position_count_diff,jq_daily_return,local_daily_return,daily_return_diff,jq_cum_return,local_cum_return,cum_return_diff,match_status,diff_reason
2025-05-26,1031354.46,1031423.17,-68.71000000007916,-6.661669235148088e-05,4678.46,,,1026676.0,,,12,,,0.012638411072881883,0.012637558503810764,8.525690711191913e-07,0.03145657420084591,0.03152529100380952,-6.871680296360871e-05,small_diff,cascade_residual
2025-05-27,1040730.06,1040798.78,-68.71999999997206,-6.60262111375381e-05,2770.06,,,1037960.0,,,11,,,0.00909057008392633,0.00908997419555746,5.958883688705896e-07,0.04083310247714533,0.040901829281098756,-6.872680395342279e-05,small_diff,cascade_residual
2025-05-28,1033866.06,1033934.78,-68.71999999997206,-6.646454044226277e-05,2770.06,,,1031096.0,,,11,,,-0.0065953701769697615,-0.006594934709665989,-4.3546730377208576e-07,0.03396842287386459,0.034037149677818235,-6.872680395364483e-05,small_diff,cascade_residual
2025-05-29,1054736.06,1054804.7799999998,-68.71999999973923,-6.514949619373098e-05,2770.06,,,1051966.0,,,11,,,0.02018636727469314,0.020185025597068806,1.3416776243335704e-06,0.054840489208431764,0.054909216012384965,-6.872680395320074e-05,small_diff,cascade_residual
2025-05-30,1048791.38,1048860.1,-68.72000000020489,-6.551874744801989e-05,588.38,,,1048203.0,,,10,,,-0.005636177832016309,-0.005635810637869554,-3.6719414675534523e-07,0.04889522062684204,0.048963947430795685,-6.872680395364483e-05,small_diff,cascade_residual
2025-06-03,1056576.38,1056645.1,-68.72000000020489,-6.503602770713164e-05,588.38,,,1055988.0,,,10,,,0.007422829886340132,0.007422343551823474,4.863345166583599e-07,0.056680991418150306,0.05674971822210417,-6.872680395386688e-05,small_diff,cascade_residual
2025-06-04,1066112.38,1066181.1,-68.72000000020489,-6.445434082465435e-05,588.38,,,1065524.0,,,10,,,0.009025376849707722,0.009024789875048844,5.869746588782476e-07,0.06621793557562183,0.0662866623795757,-6.872680395386688e-05,small_diff,cascade_residual
2025-06-05,1065153.97,1065222.69,-68.71999999997206,-6.451233215842602e-05,373.97,,,1064780.0,,,10,,,-0.0008989765225312363,-0.0008989185795923449,-5.7942938891386575e-08,0.0652594306836376,0.06532815748759124,-6.872680395364483e-05,small_diff,cascade_residual
2025-06-06,1076704.97,1076773.69,-68.71999999997206,-6.382028149292175e-05,373.97,,,1076331.0,,,10,,,0.01084444157871367,0.01084374197849658,6.996002170911453e-07,0.07681157434586017,0.07688030114981381,-6.872680395364483e-05,small_diff,cascade_residual
2025-06-09,1093866.97,1093935.69,-68.71999999997206,-6.281904926236758e-05,373.97,,,1093493.0,,,10,,,0.015939371023800497,0.015938353768655045,1.017255145452367e-06,0.09397527355208157,0.09404400035603522,-6.872680395364483e-05,small_diff,cascade_residual
2025-06-10,1085111.89,1085180.61,-68.72000000020489,-6.332586425425062e-05,717.89,,,1084394.0,,,10,,,-0.0080037886142591,-0.008003285823867667,-5.027903914323062e-07,0.08521932671334453,0.0852880535172984,-6.872680395386688e-05,small_diff,cascade_residual
2025-06-11,1086910.89,1086979.61,-68.72000000020489,-6.322105710907022e-05,717.89,,,1086193.0,,,10,,,0.001657893546812117,0.0016577885592703456,1.0498754177135083e-07,0.08701850483197826,0.08708723163593213,-6.872680395386688e-05,small_diff,cascade_residual
2025-06-12,1092313.89,1092382.61,-68.72000000020489,-6.290836138466621e-05,717.89,,,1091596.0,,,10,,,0.00497096868723057,0.004970654417335352,3.142698952185441e-07,0.09242203978193841,0.09249076658589206,-6.872680395364483e-05,small_diff,cascade_residual
2025-06-13,1066783.73,1066852.45,-68.71999999997206,-6.441378093097322e-05,897.73,,,1065886.0,,,11,,,-0.023372549075614035,-0.023371078746850515,-1.4703287635198237e-06,0.06688935204585245,0.06695807884980609,-6.872680395364483e-05,small_diff,cascade_residual
